first_name,last_name,latest_team,position,college_name,age,overall,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff,yearsLeft,contract_apy,contract_guarantees,Snaps,snaps_pct
Ja'Marr,Chase,CIN,WR,LSU,24,99,03/01/2000,72,201,Right,1,4,Deep Threat - WR,93,0,89,0,98,0,94,0,73,0,95,0,93,0,37,0,29,0,86,0,71,0,89,0,96,0,93,0,91,0,10,0,27,0,46,0,92,0,88,0,17,0,24,0,60,0,27,0,13,0,92,0,99,0,37,0,20,0,26,0,10,0,17,0,10,0,15,0,36,0,95,0,56,0,30,0,34,0,Default,0,92,0,97,0,94,0,81,0,72,0,34,0,10,0,15,0,20,0,19,0,33,0,22,0,88,0,69,0,17,0,4,40250000,73900000,88.80%,
Jaire,Alexander,PHI,CB,Louisville,27,93,02/09/1997,70,196,Right,23,6,Manto Man - CB,93,0,93,0,85,0,93,0,60,0,92,0,71,0,53,0,22,0,64,0,62,0,56,0,78,0,95,0,13,0,36,0,66,0,57,0,86,0,85,0,13,0,22,0,81,0,13,0,95,0,15,0,93,0,35,0,35,0,35,0,6,0,91,0,24,0,92,0,77,0,14,0,35,0,35,0,35,0,Short Stride Loose,0,20,0,66,0,92,0,76,0,26,0,54,0,6,0,6,0,6,0,6,0,26,0,13,0,64,0,25,0,94,0,,,,,
Joe,Burrow,CIN,QB,LSU,27,97,12/10/1996,76,215,Right,9,5,Field General - QB,86,0,82,0,74,0,94,0,68,0,96,0,86,0,30,0,90,0,69,0,62,0,19,0,40,0,79,0,15,0,10,0,29,0,29,0,89,0,64,0,17,0,21,0,10,0,20,0,29,0,19,0,97,0,15,0,15,0,25,0,83,0,27,0,10,0,25,0,38,0,18,0,15,0,20,0,30,0,Long Stride Default,0,28,0,26,0,83,0,68,0,49,0,36,0,92,0,96,0,99,0,90,0,87,0,94,0,97,0,57,0,33,0,4,55000000,146510000,43.00%,
Minkah,Fitzpatrick,MIA,FS,Alabama,27,93,11/17/96,73,207,Left,39,6,Zone - S,92,0,91,0,90,0,93,0,64,0,91,0,81,0,60,0,18,0,58,0,66,0,59,0,79,0,87,0,18,0,50,0,85,0,63,0,94,0,79,0,13,0,15,0,68,0,18,0,81,0,23,0,93,0,35,0,35,0,35,0,6,0,91,0,38,0,77,0,85,0,29,0,35,0,35,0,35,0,Short Stride Loose,0,28,0,62,0,91,0,69,0,55,0,79,0,6,0,6,0,6,0,6,0,15,0,16,0,88,0,47,0,95,0,2,18247000,36000000,78.90%,
Creed,Humphrey,KC,C,Oklahoma,26,94,6/28/98,76,302,Left,52,4,Power - C,79,0,67,0,80,0,94,0,90,0,95,0,10,0,26,0,12,0,8,0,34,0,15,0,25,0,58,0,6,0,10,0,25,0,93,0,93,0,10,0,11,0,14,0,10,0,93,0,7,0,8,0,94,0,88,0,85,0,91,0,6,0,25,0,10,0,10,0,30,0,21,0,93,0,95,0,90,0,Default Stride Awkward,0,15,0,21,0,69,0,10,0,10,0,39,0,6,0,6,0,6,0,6,0,24,0,14,0,98,0,18,0,11,0,3,18000000,35000000,98.20%,
Demario,Davis,NO,MLB,Arkansas St.,35,90,01/11/1989,74,248,Right,56,13,Field General - MLB,87,0,79,0,86,0,96,0,85,0,98,0,20,0,79,0,12,0,25,0,62,0,15,0,63,0,72,0,5,0,64,0,88,0,86,0,98,0,25,0,20,0,26,0,10,0,24,0,71,0,5,0,90,0,45,0,45,0,45,0,6,0,96,0,57,0,40,0,91,0,12,0,45,0,45,0,45,0,Long Stride Default,0,15,0,15,0,88,0,15,0,45,0,93,0,6,0,6,0,6,0,6,0,25,0,16,0,93,0,45,0,79,0,0,8625000,13250000,98.30%,98.30%
Josh,Allen,BUF,QB,Wyoming,28,99,5/21/96,77,237,Right,17,7,Improviser - QB,92,0,85,0,92,0,96,0,80,0,87,0,96,0,23,0,96,0,84,0,61,0,20,0,40,0,82,0,13,0,9,0,11,0,26,0,99,0,81,0,14,0,22,0,13,0,17,0,12,0,15,0,99,0,14,0,10,0,15,0,94,0,15,0,9,0,9,0,33,0,18,0,17,0,10,0,10,0,Default,0,22,0,23,0,88,0,77,0,83,0,32,0,87,0,89,0,92,0,95,0,99,0,91,0,98,0,75,0,18,0,5,55000000,147000000,91.30%,
Justin,Madubuike,BAL,LE,Texas AM,26,92,11/17/97,75,293,Right,92,4,Run Stopper - DE,83,0,73,0,70,0,79,0,95,0,97,0,17,0,83,0,12,0,10,0,30,0,25,0,44,0,63,0,3,0,88,0,85,0,83,0,91,0,25,0,12,0,15,0,10,0,27,0,22,0,7,0,92,0,45,0,45,0,45,0,6,0,96,0,76,0,20,0,95,0,15,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,28,0,81,0,30,0,25,0,96,0,6,0,6,0,6,0,6,0,16,0,10,0,88,0,34,0,26,0,,,,,
L'Jarius,Sneed,TEN,CB,LA. Tech,27,84,1/21/97,73,192,Right,38,5,Zone - CB,93,0,88,0,93,0,95,0,60,0,96,0,78,0,59,0,14,0,60,0,68,0,58,0,77,0,87,0,33,0,46,0,76,0,59,0,89,0,82,0,24,0,22,0,70,0,19,0,84,0,26,0,84,0,25,0,35,0,35,0,6,0,95,0,35,0,93,0,78,0,22,0,18,0,35,0,35,0,Default Stride Loose,0,30,0,70,0,95,0,80,0,48,0,63,0,6,0,6,0,6,0,6,0,27,0,15,0,82,0,50,0,91,0,2,19100000,44000000,34.00%,
Saquon,Barkley,PHI,HB,Penn State,27,99,02/09/1997,72,227,Right,26,7,Elusive Back - HB,92,0,94,0,94,0,94,0,81,0,94,0,83,0,24,0,31,0,87,0,94,0,62,0,75,0,90,0,65,0,25,0,17,0,37,0,84,0,92,0,14,0,19,0,81,0,34,0,15,0,67,0,99,0,60,0,33,0,38,0,18,0,21,0,17,0,10,0,36,0,69,0,36,0,31,0,35,0,Default,0,75,0,73,0,92,0,89,0,88,0,28,0,29,0,34,0,41,0,36,0,41,0,18,0,90,0,84,0,13,0,3,20600000,36000000,73.30%,
Stefon,Diggs,NE,WR,Maryland,30,92,11/29/93,72,191,Right,1,9,,94,0,92,0,91,0,95,0,62,0,92,0,96,0,34,0,27,0,84,0,72,0,91,0,91,0,94,0,92,0,10,0,12,0,49,0,94,0,96,0,30,0,30,0,85,0,29,0,33,0,91,0,92,0,39,0,22,0,20,0,18,0,20,0,10,0,27,0,35,0,90,0,53,0,33,0,36,0,Default Stride Loose,0,91,0,94,0,92,0,88,0,64,0,27,0,18,0,23,0,27,0,27,0,46,0,20,0,92,0,42,0,38,0,2,21166667,16600000,53.70%,
Terron,Armstead,MIA,LT,Arkansas P.B.,33,92,7/23/91,77,305,Right,72,11,Pass Protector - OT,75,0,67,0,83,0,89,0,89,0,92,0,30,0,25,0,12,0,15,0,62,0,56,0,65,0,57,0,26,0,10,0,20,0,85,0,80,0,35,0,25,0,25,0,10,0,82,0,15,0,34,0,92,0,93,0,93,0,93,0,6,0,17,0,10,0,10,0,24,0,45,0,84,0,88,0,80,0,Default Stride Awkward,0,44,0,53,0,77,0,25,0,33,0,37,0,6,0,6,0,6,0,6,0,30,0,16,0,86,0,35,0,20,0,,,,,
Brandon,Aiyuk,SF,WR,Arizona St.,26,87,3/17/98,72,200,Right,11,5,Slot - WR,93,0,93,0,95,0,90,0,65,0,93,0,89,0,50,0,28,0,81,0,72,0,89,0,98,0,90,0,83,0,34,0,50,0,45,0,92,0,86,0,13,0,19,0,79,0,29,0,48,0,89,0,87,0,36,0,14,0,19,0,10,0,38,0,29,0,43,0,58,0,84,0,48,0,32,0,28,0,Default Stride Loose,0,90,0,88,0,91,0,82,0,70,0,49,0,15,0,20,0,25,0,24,0,33,0,23,0,87,0,62,0,53,0,3,30000000,45000000,0.00%,
Charvarius,Ward,IND,CB,Mid Tenn St.,28,91,5/16/96,73,196,Right,7,6,Zone - CB,87,0,86,0,89,0,92,0,65,0,96,0,66,0,46,0,33,0,63,0,61,0,55,0,73,0,85,0,21,0,47,0,54,0,56,0,88,0,79,0,12,0,15,0,42,0,16,0,91,0,28,0,91,0,23,0,35,0,35,0,21,0,97,0,41,0,92,0,78,0,39,0,35,0,35,0,35,0,Short Stride Loose,0,31,0,60,0,91,0,72,0,54,0,75,0,7,0,11,0,16,0,22,0,21,0,14,0,81,0,63,0,95,0,2,18000000,27000000,39.50%,
Christian,Darrisaw,MIN,LT,Virginia Tech,25,92,06/02/1999,77,315,Right,71,4,Pass Protector - OT,72,0,67,0,70,0,87,0,92,0,92,0,15,0,34,0,12,0,8,0,25,0,25,0,26,0,54,0,5,0,16,0,33,0,97,0,87,0,10,0,13,0,17,0,10,0,88,0,12,0,5,0,92,0,92,0,89,0,95,0,6,0,15,0,21,0,10,0,25,0,15,0,86,0,88,0,84,0,Default Stride Awkward,0,15,0,15,0,70,0,10,0,20,0,29,0,6,0,6,0,6,0,6,0,13,0,10,0,85,0,33,0,13,0,4,26000000,43725000,50.30%,
DeMarcus,Lawrence,SEA,LE,Boise State,32,91,4/28/92,75,265,Right,90,10,Run Stopper - DE,84,0,78,0,83,0,84,0,88,0,94,0,43,0,93,0,12,0,25,0,42,0,24,0,33,0,68,0,4,0,85,0,84,0,85,0,84,0,42,0,19,0,19,0,10,0,13,0,39,0,8,0,91,0,45,0,45,0,45,0,6,0,96,0,79,0,44,0,89,0,20,0,45,0,45,0,45,0,Default,0,15,0,25,0,83,0,32,0,42,0,90,0,6,0,6,0,6,0,6,0,25,0,14,0,95,0,45,0,50,0,2,10833333,13000000,55.50%,
Derwin,James Jr,LAC,SS,Florida State,28,93,08/03/1996,74,215,Left,3,7,Run Support - S,92,0,89,0,93,0,95,0,80,0,92,0,73,0,65,0,24,0,59,0,72,0,56,0,77,0,86,0,17,0,60,0,92,0,73,0,86,0,77,0,15,0,19,0,78,0,20,0,80,0,22,0,93,0,35,0,35,0,35,0,15,0,91,0,68,0,83,0,88,0,24,0,35,0,35,0,35,0,Default Stride Loose,0,27,0,67,0,90,0,67,0,47,0,78,0,10,0,13,0,18,0,22,0,34,0,10,0,91,0,46,0,83,0,,,,,
Joe,Thuney,CHI,LG,N.C. State,31,91,11/18/92,77,304,Right,62,8,Pass Protector - G,77,0,68,0,71,0,93,0,88,0,94,0,18,0,33,0,12,0,8,0,33,0,15,0,26,0,57,0,5,0,10,0,48,0,86,0,97,0,14,0,11,0,11,0,10,0,77,0,12,0,5,0,91,0,91,0,92,0,90,0,6,0,10,0,10,0,10,0,35,0,15,0,81,0,84,0,79,0,Default Stride Awkward,0,15,0,15,0,74,0,10,0,19,0,29,0,6,0,6,0,6,0,6,0,25,0,16,0,94,0,31,0,12,0,2,17500000,33500000,99.60%,
Joe,Mixon,HOU,HB,Oklahoma,28,91,7/24/96,73,220,Right,28,8,Elusive Back - HB,91,0,89,0,84,0,96,0,81,0,97,0,89,0,34,0,22,0,85,0,98,0,64,0,73,0,88,0,56,0,14,0,38,0,43,0,92,0,91,0,16,0,24,0,76,0,46,0,10,0,58,0,91,0,55,0,26,0,31,0,28,0,15,0,11,0,12,0,38,0,52,0,58,0,35,0,36,0,Default,0,65,0,72,0,91,0,80,0,87,0,37,0,29,0,33,0,38,0,36,0,46,0,17,0,91,0,85,0,20,0,1,9875000,13000000,0.00%,
Josh,Allen,JAX,ROLB,Kentucky,27,91,7/13/97,77,255,Right,41,5,Speed Rusher - OLB,89,0,83,0,81,0,88,0,84,0,95,0,53,0,78,0,12,0,37,0,67,0,61,0,74,0,73,0,36,0,91,0,82,0,85,0,92,0,55,0,17,0,15,0,20,0,12,0,52,0,40,0,91,0,45,0,45,0,45,0,6,0,93,0,79,0,58,0,90,0,44,0,45,0,45,0,45,0,Default Stride Loose,0,48,0,60,0,88,0,48,0,52,0,86,0,6,0,6,0,6,0,6,0,24,0,10,0,91,0,51,0,62,0,5,55000000,147000000,91.30%,
Marlon,Humphrey,BAL,CB,Alabama,28,92,07/08/1996,72,205,Right,44,8,Manto Man - CB,93,0,86,0,85,0,97,0,74,0,90,0,68,0,57,0,16,0,56,0,62,0,52,0,72,0,89,0,10,0,51,0,78,0,60,0,88,0,76,0,25,0,30,0,62,0,20,0,92,0,11,0,92,0,35,0,35,0,35,0,6,0,91,0,37,0,95,0,77,0,15,0,35,0,35,0,35,0,Short Stride Default,0,15,0,62,0,91,0,61,0,36,0,69,0,6,0,6,0,6,0,6,0,22,0,10,0,79,0,29,0,89,0,1,19500000,39957407,77.50%,
Mike,Evans,TB,WR,Texas AM,31,93,8/21/93,77,231,Right,13,11,Physical - WR,90,0,81,0,95,0,94,0,78,0,96,0,89,0,35,0,22,0,80,0,80,0,97,0,92,0,82,0,87,0,10,0,15,0,59,0,95,0,83,0,24,0,25,0,55,0,39,0,40,0,86,0,93,0,45,0,23,0,25,0,10,0,15,0,10,0,20,0,25,0,93,0,55,0,35,0,38,0,Default Stride Loose,0,88,0,96,0,92,0,76,0,80,0,39,0,15,0,20,0,25,0,15,0,35,0,20,0,94,0,72,0,27,0,0,20500000,29000000,31.50%,31.50%
T.J.,Hockenson,MIN,TE,Iowa,27,88,07/03/1997,77,248,Right,87,6,Vertical Threat - TE,87,0,83,0,89,0,90,0,80,0,93,0,80,0,47,0,17,0,71,0,79,0,88,0,94,0,80,0,75,0,46,0,51,0,66,0,87,0,70,0,34,0,38,0,10,0,57,0,27,0,79,0,88,0,59,0,55,0,57,0,10,0,34,0,37,0,26,0,56,0,82,0,64,0,63,0,61,0,Long Stride Default,0,83,0,90,0,84,0,69,0,77,0,46,0,10,0,15,0,20,0,10,0,28,0,15,0,89,0,68,0,36,0,2,16500000,29292000,69.00%,
Tyrann,Mathieu,NO,FS,LSU,32,91,5/13/92,69,190,Right,32,11,Hybrid - S,90,0,89,0,88,0,95,0,61,0,96,0,88,0,57,0,33,0,77,0,68,0,65,0,82,0,88,0,20,0,69,0,85,0,59,0,91,0,90,0,22,0,25,0,84,0,15,0,88,0,25,0,91,0,35,0,35,0,35,0,19,0,94,0,41,0,87,0,87,0,25,0,35,0,35,0,35,0,Short Stride Loose,0,35,0,73,0,88,0,85,0,55,0,73,0,17,0,20,0,26,0,27,0,35,0,25,0,94,0,35,0,86,0,,,,,
Amari,Cooper,CLE,WR,Alabama,30,90,6/17/94,73,211,Right,2,9,Deep Threat - WR,88,0,93,0,91,0,92,0,68,0,91,0,90,0,35,0,28,0,79,0,72,0,93,0,88,0,92,0,94,0,10,0,15,0,54,0,87,0,90,0,21,0,25,0,74,0,35,0,15,0,91,0,90,0,35,0,20,0,20,0,6,0,20,0,10,0,18,0,39,0,89,0,53,0,33,0,36,0,Default Stride Loose,0,90,0,93,0,91,0,85,0,72,0,25,0,10,0,15,0,25,0,15,0,45,0,20,0,94,0,61,0,25,0,,,,,
Budda,Baker,ARI,SS,Washington,28,92,01/10/1996,70,195,Right,3,8,Run Support - S,92,0,91,0,86,0,94,0,72,0,91,0,76,0,62,0,27,0,57,0,72,0,71,0,75,0,90,0,36,0,49,0,89,0,68,0,91,0,81,0,20,0,20,0,66,0,23,0,80,0,41,0,92,0,35,0,35,0,35,0,15,0,91,0,40,0,77,0,88,0,47,0,35,0,35,0,35,0,Short Stride Loose,0,51,0,75,0,91,0,72,0,36,0,76,0,10,0,10,0,15,0,15,0,25,0,17,0,93,0,36,0,84,0,2,18000000,17441666,90.90%,
C.J.,Mosley,NYJ,MLB,Alabama,32,90,6/19/92,74,231,Left,57,10,Field General - MLB,87,0,85,0,85,0,94,0,75,0,89,0,57,0,77,0,12,0,32,0,66,0,57,0,74,0,71,0,5,0,57,0,90,0,87,0,90,0,46,0,20,0,20,0,10,0,28,0,71,0,5,0,90,0,45,0,45,0,45,0,6,0,88,0,63,0,49,0,93,0,25,0,45,0,45,0,45,0,Default,0,15,0,60,0,85,0,40,0,45,0,96,0,6,0,6,0,6,0,6,0,25,0,10,0,90,0,38,0,82,0,,,,,
Cameron,Heyward,PIT,RE,Ohio State,35,94,05/06/1989,77,295,Right,97,14,Run Stopper - DE,71,0,68,0,74,0,87,0,93,0,96,0,29,0,92,0,12,0,11,0,39,0,10,0,48,0,60,0,2,0,73,0,93,0,88,0,92,0,10,0,11,0,12,0,10,0,17,0,22,0,3,0,94,0,45,0,45,0,45,0,6,0,98,0,86,0,10,0,92,0,12,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,22,0,72,0,10,0,46,0,93,0,6,0,6,0,6,0,6,0,21,0,18,0,95,0,36,0,32,0,1,14500000,16000000,70.70%,
Dak,Prescott,DAL,QB,Mississippi St.,31,84,7/29/93,74,238,Right,4,9,Improviser - QB,84,0,83,0,79,0,95,0,75,0,86,0,86,0,29,0,91,0,75,0,68,0,20,0,42,0,81,0,15,0,9,0,40,0,39,0,90,0,72,0,22,0,26,0,13,0,29,0,12,0,17,0,84,0,21,0,18,0,14,0,90,0,21,0,9,0,9,0,33,0,19,0,39,0,35,0,38,0,Default,0,18,0,20,0,84,0,51,0,67,0,42,0,93,0,87,0,94,0,96,0,90,0,92,0,97,0,73,0,18,0,3,60000000,129000000,95.70%,
David,Njoku,CLE,TE,Miami,28,89,07/10/1996,76,246,Right,85,8,Vertical Threat - TE,90,0,83,0,95,0,88,0,72,0,92,0,87,0,42,0,12,0,79,0,77,0,85,0,90,0,74,0,73,0,10,0,15,0,65,0,87,0,79,0,19,0,15,0,40,0,50,0,26,0,76,0,89,0,65,0,58,0,63,0,6,0,13,0,10,0,10,0,37,0,81,0,63,0,63,0,57,0,Long Stride High and Tight,0,79,0,87,0,87,0,74,0,80,0,36,0,6,0,10,0,15,0,10,0,13,0,10,0,78,0,72,0,23,0,0,13687500,17000000,47.50%,47.50%
Denzel,Ward,CLE,CB,Ohio State,27,90,4/28/97,71,190,Right,21,7,Manto Man - CB,95,0,95,0,92,0,92,0,61,0,89,0,66,0,50,0,18,0,60,0,66,0,48,0,77,0,95,0,20,0,33,0,72,0,51,0,88,0,80,0,13,0,18,0,67,0,17,0,89,0,26,0,90,0,35,0,35,0,35,0,6,0,88,0,26,0,85,0,72,0,26,0,35,0,35,0,35,0,Short Stride Loose,0,30,0,66,0,94,0,66,0,28,0,53,0,8,0,10,0,15,0,6,0,31,0,15,0,86,0,19,0,87,0,2,20100000,44500000,73.80%,
Derrick,Brown,CAR,RE,Auburn,26,95,4/15/98,77,320,Right,95,5,Run Stopper - DE,76,0,70,0,68,0,87,0,98,0,94,0,53,0,89,0,33,0,38,0,56,0,47,0,53,0,58,0,33,0,65,0,84,0,88,0,96,0,52,0,14,0,22,0,30,0,42,0,24,0,38,0,95,0,48,0,44,0,48,0,25,0,92,0,85,0,23,0,90,0,39,0,50,0,46,0,50,0,Long Stride Default,0,42,0,49,0,73,0,50,0,52,0,96,0,27,0,30,0,35,0,36,0,41,0,31,0,95,0,60,0,30,0,3,24000000,41165000,76.40%,
Keenan,Allen,CHI,WR,California,32,90,4/27/92,74,211,Right,13,11,Slot - WR,88,0,88,0,94,0,91,0,72,0,89,0,93,0,35,0,22,0,84,0,75,0,91,0,96,0,87,0,90,0,10,0,15,0,65,0,87,0,87,0,20,0,22,0,75,0,42,0,15,0,93,0,90,0,45,0,34,0,39,0,15,0,26,0,10,0,10,0,35,0,92,0,59,0,19,0,25,0,Long Stride Loose,0,93,0,95,0,89,0,83,0,78,0,34,0,34,0,33,0,36,0,31,0,54,0,36,0,93,0,71,0,26,0,0,3020000,2255000,55.10%,55.10%
Khalil,Mack,LAC,ROLB,Buffalo,33,87,2/22/91,75,269,Right,52,11,Power Rusher - OLB,87,0,85,0,94,0,87,0,87,0,89,0,55,0,84,0,12,0,31,0,61,0,54,0,62,0,71,0,5,0,84,0,88,0,90,0,92,0,54,0,22,0,24,0,10,0,28,0,50,0,5,0,87,0,45,0,45,0,45,0,6,0,88,0,92,0,48,0,87,0,28,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,53,0,86,0,60,0,51,0,86,0,6,0,6,0,6,0,6,0,32,0,12,0,92,0,55,0,59,0,0,18000000,18000000,41.70%,41.70%
Lavonte,David,TB,MLB,Nebraska,34,88,1/23/90,73,233,Right,54,13,Field General - MLB,87,0,84,0,87,0,94,0,76,0,98,0,35,0,81,0,12,0,10,0,60,0,15,0,77,0,76,0,5,0,61,0,85,0,85,0,93,0,35,0,12,0,14,0,10,0,28,0,69,0,5,0,88,0,45,0,45,0,45,0,6,0,95,0,55,0,59,0,90,0,25,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,50,0,85,0,25,0,39,0,93,0,6,0,6,0,6,0,6,0,15,0,14,0,89,0,26,0,75,0,0,9000000,9000000,91.20%,91.20%
Marshon,Lattimore,WAS,CB,Ohio State,28,90,5/20/96,72,192,Right,23,7,Manto Man - CB,93,0,90,0,91,0,90,0,72,0,89,0,74,0,52,0,17,0,67,0,61,0,60,0,75,0,90,0,17,0,44,0,69,0,55,0,87,0,80,0,25,0,30,0,70,0,15,0,89,0,24,0,90,0,35,0,35,0,35,0,6,0,91,0,32,0,97,0,72,0,20,0,35,0,35,0,35,0,Default,0,34,0,72,0,91,0,73,0,33,0,73,0,6,0,6,0,6,0,6,0,22,0,10,0,82,0,23,0,92,0,1,19400000,44346588,45.70%,
Rashawn,Slater,LAC,LT,Northwestern,25,93,3/26/99,76,315,Right,70,4,Pass Protector - OT,82,0,68,0,80,0,89,0,91,0,87,0,12,0,25,0,12,0,12,0,24,0,15,0,25,0,59,0,5,0,24,0,21,0,92,0,90,0,10,0,15,0,11,0,10,0,82,0,12,0,10,0,93,0,92,0,91,0,93,0,6,0,24,0,30,0,10,0,29,0,12,0,77,0,80,0,74,0,Default Stride Awkward,0,12,0,15,0,75,0,10,0,15,0,35,0,6,0,6,0,6,0,6,0,10,0,15,0,88,0,25,0,9,0,4,28500000,56000000,0.00%,
Travis,Etienne Jr,JAX,HB,Clemson,25,82,1/26/99,70,215,Right,1,4,Elusive Back - HB,94,0,89,0,84,0,88,0,70,0,92,0,88,0,29,0,27,0,90,0,91,0,54,0,70,0,86,0,52,0,10,0,26,0,45,0,87,0,91,0,17,0,19,0,79,0,35,0,15,0,62,0,82,0,53,0,30,0,35,0,27,0,17,0,10,0,16,0,36,0,56,0,34,0,25,0,20,0,Default,0,69,0,58,0,93,0,85,0,74,0,34,0,34,0,40,0,46,0,38,0,49,0,31,0,88,0,77,0,19,0,,,,,60.10%
Trent,McDuffie,KC,CB,Washington,23,94,9/13/00,71,193,Right,22,3,Manto Man - CB,93,0,94,0,91,0,91,0,61,0,91,0,63,0,55,0,15,0,53,0,59,0,52,0,65,0,91,0,11,0,38,0,67,0,46,0,89,0,73,0,21,0,22,0,68,0,15,0,91,0,16,0,94,0,33,0,34,0,33,0,6,0,92,0,29,0,85,0,83,0,17,0,34,0,34,0,33,0,Short Stride Loose,0,26,0,61,0,91,0,66,0,23,0,68,0,6,0,6,0,6,0,6,0,27,0,10,0,86,0,26,0,88,0,1,3498121,13992484,66.20%,
Trey,Smith,KC,RG,Tennessee,25,90,6/16/99,78,321,Right,65,4,Power - G,75,0,69,0,76,0,90,0,95,0,88,0,10,0,25,0,12,0,5,0,32,0,10,0,24,0,52,0,5,0,10,0,31,0,96,0,92,0,10,0,22,0,24,0,10,0,95,0,10,0,5,0,90,0,79,0,73,0,85,0,6,0,10,0,28,0,10,0,24,0,12,0,92,0,94,0,90,0,Default Stride Awkward,0,10,0,12,0,69,0,10,0,25,0,32,0,6,0,6,0,6,0,6,0,25,0,14,0,92,0,31,0,11,0,3,23500000,46750000,59.70%,
Vita,Vea,TB,DT,Washington,29,93,02/05/1995,76,347,Right,50,7,Run Stopper - DT,74,0,71,0,70,0,82,0,98,0,90,0,55,0,85,0,18,0,46,0,68,0,24,0,40,0,60,0,16,0,72,0,89,0,94,0,92,0,59,0,16,0,15,0,10,0,42,0,28,0,17,0,93,0,45,0,45,0,45,0,10,0,92,0,85,0,22,0,87,0,15,0,52,0,48,0,52,0,Long Stride Default,0,26,0,18,0,72,0,43,0,53,0,94,0,13,0,16,0,20,0,13,0,24,0,12,0,97,0,68,0,35,0,1,17750000,14734440,73.20%,
A.J.,Terrell Jr,ATL,CB,Clemson,25,88,9/23/98,73,195,Right,24,5,Manto Man - CB,92,0,89,0,85,0,92,0,60,0,92,0,67,0,49,0,15,0,58,0,58,0,55,0,70,0,90,0,20,0,43,0,56,0,50,0,91,0,75,0,12,0,19,0,40,0,19,0,88,0,26,0,88,0,35,0,35,0,35,0,6,0,93,0,28,0,95,0,75,0,38,0,35,0,35,0,35,0,Default Stride Loose,0,31,0,62,0,92,0,66,0,47,0,55,0,6,0,6,0,6,0,6,0,22,0,13,0,83,0,35,0,92,0,,,,,
Alex,Highsmith,PIT,ROLB,Charlotte,27,88,08/07/1997,76,242,Right,56,5,Speed Rusher - OLB,87,0,82,0,81,0,91,0,85,0,93,0,31,0,80,0,12,0,16,0,46,0,24,0,56,0,74,0,5,0,88,0,80,0,80,0,92,0,32,0,10,0,14,0,10,0,12,0,55,0,5,0,88,0,45,0,45,0,45,0,6,0,92,0,78,0,45,0,89,0,14,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,27,0,85,0,27,0,32,0,88,0,6,0,6,0,6,0,6,0,24,0,10,0,88,0,32,0,63,0,2,17000000,17010000,54.50%,
